,Order Date,Sales,Segment,Profit
1689,2014-10-28,1269.72,Consumer,88.74
1692,2014-05-15,899.43,Consumer,-12.849
1693,2014-11-25,1443.96,Home Office,375.4296
1695,2014-10-24,1935.104,Consumer,-411.216
1698,2014-05-17,2153.16,Consumer,861.24
1702,2014-12-03,286.86,Consumer,80.3208
1703,2014-10-20,1196.02,Home Office,478.38
1704,2014-05-26,1021.14,Corporate,387.9
1711,2014-08-06,1629.9075,Corporate,-802.4925
1719,2014-10-21,439.92,Consumer,197.88
1720,2014-06-26,871.4,Consumer,148.138
1725,2014-02-03,331.84,Home Office,23.2
1726,2014-12-25,378.66,Consumer,185.52
1727,2014-06-09,1052.16,Consumer,526.08
1736,2014-11-27,2679.12,Home Office,1098.24
1737,2014-07-05,1936.62,Home Office,445.41
1752,2014-07-17,636.06,Corporate,12.72
1753,2014-05-02,355.482,Consumer,-3.978
1758,2014-08-07,1218.24,Corporate,419.52
1761,2014-09-27,583.8,Home Office,-443.73
1769,2014-09-23,601.32,Corporate,246.48
1770,2014-05-08,1774.224,Corporate,492.624
1771,2014-07-29,1145.6,Corporate,100.24
1772,2014-06-02,967.552,Consumer,-205.608
1773,2014-09-27,931.176,Corporate,314.2719
1780,2014-05-16,2365.605,Consumer,551.955
1784,2014-05-27,1037.52,Consumer,456.48
1787,2014-11-16,872.13,Consumer,252.84
1790,2014-04-25,596.28,Consumer,29.76
1802,2014-11-14,2194.92,Consumer,1031.52
1804,2014-12-23,474.95,Consumer,142.485
1806,2014-09-10,1931.958,Corporate,-386.3916
1809,2014-06-23,1180.44,Consumer,519.3
1810,2014-08-02,1863.54,Corporate,708.12
1814,2014-12-22,532.5,Consumer,207.66
1816,2014-10-13,645.138,Consumer,157.698
1819,2014-07-24,399.95,Home Office,143.982
1820,2014-08-19,1496.16,Corporate,224.424
1821,2014-11-07,1464.12,Home Office,541.62
1823,2014-07-10,761.4,Corporate,266.49
1824,2014-02-27,1198.32,Corporate,0.0
1826,2014-10-01,1971.3456,Consumer,-813.6144
1831,2014-12-26,629.1,Home Office,301.968
1833,2014-08-11,1454.49,Consumer,378.1674
1837,2014-04-02,1156.68,Home Office,-12.96
1849,2014-10-03,1727.46,Consumer,690.9
1850,2014-08-28,823.8591,Corporate,97.3791
1851,2014-01-08,698.8995,Consumer,-32.2605
1852,2014-07-18,1194.165,Corporate,210.735
1855,2014-02-14,678.771,Consumer,-320.229
1858,2014-05-08,1046.376,Corporate,-52.344
1860,2014-09-12,634.95,Home Office,279.36
1863,2014-11-29,1007.232,Home Office,75.5424
1864,2014-09-12,447.3,Home Office,174.42
1868,2014-09-29,1468.44,Home Office,381.6
1869,2014-05-01,962.7345,Consumer,-385.1055
1875,2014-03-22,1718.1,Home Office,618.48
1876,2014-10-31,492.912,Corporate,73.932
1879,2014-03-12,561.54,Consumer,101.07
1880,2014-08-21,630.36,Consumer,222.36
1881,2014-03-29,795.48,Corporate,7.9548
1886,2014-07-22,578.79,Home Office,127.26
1888,2014-12-30,1207.84,Consumer,314.0384
1889,2014-05-08,951.72,Home Office,371.16
1890,2014-10-17,347.22,Consumer,83.16
1893,2014-12-26,1063.44,Home Office,63.63
1894,2014-11-06,1236.06,Consumer,-137.34
1899,2014-04-03,527.868,Consumer,73.788
1901,2014-05-10,1152.6459,Corporate,347.0859
1907,2014-02-20,1127.28,Consumer,225.36
1908,2014-11-28,1459.68,Consumer,-535.32
1910,2014-09-22,928.2,Corporate,222.74
1911,2014-01-15,334.9288,Home Office,42.9288
1917,2014-12-31,865.62,Consumer,51.84
1918,2014-07-05,1166.96,Consumer,-58.44
1919,2014-08-28,1488.424,Corporate,-297.6848
1922,2014-09-06,798.75,Consumer,239.58
1924,2014-11-20,744.0,Home Office,269.7
1926,2014-10-14,904.9,Consumer,253.372
1927,2014-08-07,1692.76768,Consumer,166.20768
1929,2014-12-11,1116.84,Consumer,0.0
1937,2014-06-06,470.376,Consumer,52.9173
1939,2014-03-27,2722.86,Consumer,408.24
1944,2014-06-03,808.731,Consumer,296.331
1945,2014-11-12,1846.11,Consumer,793.8
1946,2014-12-11,584.352,Home Office,160.632
1947,2014-09-17,802.2,Consumer,120.33
1949,2014-02-04,956.025,Corporate,-153.015
1950,2014-10-13,1762.3,Consumer,475.8
1958,2014-11-18,655.56,Home Office,91.53
1960,2014-11-22,1397.169,Home Office,155.169
1962,2014-09-25,596.7,Home Office,83.52
1963,2014-01-09,892.98,Corporate,80.3682
1967,2014-09-18,2086.98,Consumer,145.95
1970,2014-08-30,729.54,Consumer,320.94
1971,2014-12-11,1669.6,Consumer,116.872
1974,2014-05-22,892.269,Consumer,158.529
1980,2014-06-26,3200.73,Corporate,1216.02
1981,2014-10-06,714.72,Home Office,235.8
1984,2014-11-04,696.192,Consumer,121.832
1987,2014-11-18,662.775,Corporate,-212.175
1990,2014-05-21,1123.128,Consumer,70.1955
1994,2014-12-11,556.6,Consumer,22.2
1996,2014-10-13,2549.4,Consumer,280.32
2002,2014-06-04,1356.72,Corporate,433.92
2005,2014-08-13,1541.43,Corporate,445.23
2012,2014-06-25,1334.64,Consumer,373.68
2013,2014-04-09,2591.56,Home Office,621.9744
2020,2014-06-07,1811.34,Consumer,0.0
2025,2014-02-25,1652.4,Consumer,679.32
2030,2014-08-19,1629.45,Consumer,-153.36
2035,2014-04-01,2135.28,Consumer,21.12
2040,2014-02-07,541.518,Consumer,165.618
2049,2014-01-16,1377.0,Consumer,179.01
2050,2014-01-30,1272.6,Corporate,470.82
2053,2014-10-28,1718.0004,Home Office,372.5604
2061,2014-12-11,1162.89,Corporate,11.61
2062,2014-04-03,1414.611,Corporate,235.521
2064,2014-09-12,1177.173,Consumer,405.423
2066,2014-11-05,523.764,Corporate,-192.0468
2071,2014-11-08,1571.22,Home Office,785.52
2073,2014-08-07,592.56,Corporate,-52.02
2074,2014-10-02,1703.76,Corporate,681.44
2077,2014-09-18,1926.72,Consumer,712.8
2078,2014-10-20,1759.5135,Consumer,624.3135
2079,2014-08-29,2320.64,Corporate,-203.06
2080,2014-10-07,1001.76,Corporate,50.06
2084,2014-06-09,394.272,Consumer,-256.288
2086,2014-11-27,616.815,Consumer,-382.455
2087,2014-11-26,678.96,Consumer,129.0
2088,2014-12-03,631.176,Consumer,-462.8624
2090,2014-12-11,553.92,Consumer,110.76
2091,2014-08-22,1842.66,Consumer,884.46
2093,2014-09-08,1513.56,Corporate,741.6
2095,2014-09-17,1031.1,Corporate,133.98
2096,2014-05-09,343.0971,Corporate,45.4671
2100,2014-11-21,990.12,Consumer,356.4
2101,2014-12-08,1889.99,Corporate,-2929.4845
2106,2014-12-26,1271.97,Corporate,368.82
2107,2014-02-23,445.62,Consumer,218.34
2108,2014-07-22,737.64,Home Office,125.28
2114,2014-11-28,1277.82,Home Office,-0.08
2125,2014-05-08,846.288,Corporate,56.358
2129,2014-07-29,576.0,Home Office,270.72
2147,2014-12-25,313.35,Corporate,-12.6
2148,2014-07-21,1187.64,Consumer,213.66
2149,2014-09-05,949.104,Consumer,-105.456
2154,2014-11-13,636.489,Corporate,109.089
2156,2014-06-09,741.852,Consumer,197.772
2157,2014-03-12,895.92,Consumer,421.0824
2160,2014-02-12,1564.56,Corporate,782.28
2162,2014-06-17,1302.96,Consumer,521.16
2165,2014-10-03,1575.14,Home Office,204.7682
2166,2014-10-20,1633.188,Home Office,-1306.5504
2171,2014-09-02,1285.56,Consumer,51.42
2173,2014-06-19,917.9235,Consumer,75.5937
2182,2014-02-24,471.0,Consumer,226.05
2183,2014-05-09,309.8844,Corporate,-142.7556
2191,2014-12-08,2070.0,Corporate,82.8
2194,2014-08-29,871.98,Corporate,322.62
2196,2014-08-05,1076.247,Corporate,227.097
2197,2014-08-19,1054.02,Corporate,337.26
2203,2014-01-29,1611.0,Home Office,64.44
2205,2014-07-30,1363.905,Home Office,-1864.095
2206,2014-04-23,666.84,Consumer,133.36
2210,2014-07-17,1049.616,Consumer,-314.904
2211,2014-12-15,666.72,Consumer,133.2
2213,2014-09-15,589.41,Home Office,-6.549
2216,2014-02-11,318.675,Consumer,-312.375
2219,2014-10-13,1616.0625,Consumer,113.9625
2222,2014-01-21,867.96,Consumer,86.76
2224,2014-11-14,2068.335,Consumer,206.685
2226,2014-12-30,433.98,Consumer,-166.47
2228,2014-11-29,1979.89,Corporate,494.9725
2229,2014-08-11,1955.124,Home Office,608.244
2230,2014-09-04,590.94,Corporate,118.17
2233,2014-03-15,793.5879,Home Office,238.9779
2234,2014-03-18,1487.724,Consumer,-488.916
2240,2014-09-02,1117.701,Consumer,206.301
2243,2014-12-01,1242.9,Home Office,262.39
2244,2014-07-02,1838.1,Consumer,533.04
2245,2014-06-16,1436.5212,Corporate,587.1612
2247,2014-04-12,1000.26,Corporate,90.0
2249,2014-11-29,738.288,Consumer,-166.152
2253,2014-06-09,398.88,Consumer,143.52
2254,2014-12-23,290.7,Corporate,93.0
2255,2014-08-26,1006.5897,Home Office,-110.4003
2257,2014-09-18,1415.76,Home Office,88.485
2261,2014-04-11,972.81048,Consumer,36.93048
2263,2014-08-22,879.6,Consumer,96.72
2267,2014-09-16,782.94,Consumer,203.5644
2268,2014-11-26,1839.18,Consumer,238.98
2269,2014-03-20,1272.48,Consumer,458.04
2276,2014-12-03,1590.66,Corporate,540.72
2278,2014-10-17,898.38,Home Office,116.76
2282,2014-11-21,1275.12,Consumer,-1147.65
2284,2014-08-08,1102.536,Consumer,-275.634
2287,2014-02-24,896.886,Corporate,219.186
2291,2014-03-14,547.83,Consumer,153.36
2292,2014-09-19,415.08,Consumer,58.08
2293,2014-06-30,1008.0,Consumer,433.44
2302,2014-05-15,1001.7,Home Office,80.1
2304,2014-11-14,689.136,Consumer,-226.464
2306,2014-12-13,410.88,Consumer,-191.84
2311,2014-10-17,1482.84836,Consumer,308.94836
2312,2014-12-25,1003.62,Consumer,0.0
2320,2014-03-26,736.5,Corporate,0.0
2323,2014-01-23,2999.95,Home Office,1379.977
2324,2014-12-08,1192.8,Corporate,-1580.46
2328,2014-09-17,1854.495,Home Office,432.645
2329,2014-07-12,778.6935,Consumer,119.0835
2330,2014-10-08,851.57344,Corporate,356.61344
2333,2014-01-13,743.58,Home Office,371.7
2338,2014-04-18,716.1,Consumer,343.65
2339,2014-12-23,1758.0,Consumer,70.32
2347,2014-04-18,2549.985,Home Office,-3399.98
2349,2014-09-25,655.9,Corporate,275.478
2351,2014-08-22,654.6,Home Office,98.16
2352,2014-12-27,842.32,Corporate,-200.08
2354,2014-11-11,550.128,Consumer,143.088
2355,2014-08-20,2544.96,Home Office,1068.84
2356,2014-06-20,760.116,Corporate,-43.4352
2360,2014-07-19,831.789,Consumer,-0.081
2367,2014-04-07,1060.56,Consumer,-35.52
2369,2014-09-18,580.72,Corporate,40.6
2370,2014-01-15,877.92,Consumer,280.8
2374,2014-06-04,413.64,Corporate,198.54
2378,2014-01-20,887.271,Consumer,-63.3765
2381,2014-11-21,1837.56,Consumer,-114.99
2382,2014-12-10,3445.344,Corporate,-775.376
2389,2014-11-25,727.5,Home Office,121.2
2391,2014-06-18,587.16,Consumer,146.76
2392,2014-10-30,659.54,Consumer,151.62
2393,2014-06-17,1134.21,Corporate,249.48
2398,2014-08-16,1028.601,Corporate,-220.419
2400,2014-09-03,1199.8,Home Office,323.946
2408,2014-07-10,561.12,Home Office,84.0
2413,2014-11-21,1078.08,Consumer,452.76
2416,2014-01-11,2243.88,Consumer,246.72
2418,2014-08-23,578.136,Consumer,231.216
2422,2014-09-26,877.38,Home Office,394.8
2424,2014-11-13,671.984,Home Office,50.3988
2426,2014-08-22,815.796,Consumer,-95.994
2428,2014-10-14,348.56,Consumer,104.568
2430,2014-12-13,1070.16,Consumer,321.0
2433,2014-07-22,1101.33,Consumer,319.14
2437,2014-10-08,1115.91,Consumer,200.8638
2440,2014-09-29,848.07,Home Office,310.95
2443,2014-02-06,1867.136,Consumer,-93.504
2446,2014-10-07,378.405,Home Office,113.505
2447,2014-11-10,1019.904,Corporate,-408.016
2448,2014-09-30,720.42,Consumer,201.66
2452,2014-04-15,1354.95,Corporate,108.3
2462,2014-05-07,868.959,Home Office,187.119
2465,2014-09-01,569.568,Corporate,7.1196
2475,2014-06-16,2239.936,Corporate,223.9936
2476,2014-12-26,1820.7,Corporate,436.94
2491,2014-09-25,735.408,Home Office,82.728
2502,2014-12-01,1781.682,Consumer,-653.2834
2504,2014-11-06,2080.32,Home Office,603.24
2506,2014-10-10,640.08,Consumer,185.5
2509,2014-08-29,1274.3625,Corporate,314.8125
2510,2014-10-27,444.5415,Consumer,135.9315
2514,2014-05-07,772.68,Corporate,-57.951
2515,2014-12-17,275.52,Corporate,49.58
2516,2014-12-09,1052.433,Consumer,-81.927
2520,2014-11-10,2408.0925,Consumer,339.8925
2521,2014-09-11,930.0,Consumer,158.1
2522,2014-07-04,1301.44,Corporate,598.56
2524,2014-09-19,918.78,Consumer,0.0
2525,2014-03-17,445.44,Home Office,-81.664
2527,2014-09-15,2180.34,Consumer,959.22
2531,2014-11-12,3221.4,Consumer,1127.49
2535,2014-11-25,1387.68,Consumer,242.78
2536,2014-06-21,858.96,Home Office,34.2
2537,2014-08-04,613.89,Consumer,171.81
2545,2014-08-13,1218.45,Consumer,268.05
2547,2014-04-16,1393.875,Consumer,572.925
2549,2014-12-16,1058.1,Home Office,73.95
2552,2014-01-16,1040.22,Consumer,405.54
2553,2014-11-03,1380.6,Home Office,55.17
2557,2014-10-29,832.842,Consumer,212.832
2565,2014-04-23,548.64,Consumer,0.0
2567,2014-10-18,1192.56,Home Office,59.52
2574,2014-06-20,1094.22,Consumer,328.23
2575,2014-12-17,575.96,Corporate,120.82
2576,2014-12-04,785.91,Corporate,-18.54
2582,2014-04-23,1543.44,Consumer,370.32
2586,2014-01-24,970.048,Corporate,-36.432
2587,2014-12-23,1109.052,Home Office,86.202
2590,2014-08-04,1167.48,Consumer,431.82
2596,2014-05-25,951.0426,Corporate,-646.0974
2597,2014-09-02,1297.62,Consumer,64.8
2603,2014-02-12,1822.536,Consumer,385.776
2611,2014-08-13,1497.44,Home Office,299.44
2613,2014-06-27,967.552,Corporate,-205.608
2614,2014-07-27,1649.95,Corporate,659.98
2616,2014-04-07,1250.235,Corporate,486.045
2617,2014-06-21,598.104,Corporate,166.104
2618,2014-08-08,555.6,Corporate,177.7
2619,2014-12-17,1813.5,Home Office,145.08
2620,2014-07-09,500.13,Corporate,45.0
2622,2014-04-16,1431.4725,Consumer,-343.5975
2623,2014-01-10,1621.9275,Corporate,95.3775
2626,2014-03-26,898.74,Corporate,134.73
2630,2014-07-03,993.25408,Consumer,-3.40592
2633,2014-09-03,476.28,Consumer,204.66
2634,2014-07-15,2525.184,Consumer,-294.816
2645,2014-08-22,765.0,Corporate,-153.0
2649,2014-08-28,1100.16,Home Office,164.88
2651,2014-09-25,1258.7774,Home Office,375.7774
2652,2014-01-03,913.43,Consumer,-169.637
2656,2014-10-03,483.2,Home Office,57.96
2657,2014-09-06,461.052,Corporate,61.452
2661,2014-10-06,955.5,Home Office,276.99
2662,2014-02-17,735.39,Consumer,-235.35
2665,2014-10-28,642.6336,Home Office,105.5136
2668,2014-12-27,1010.34,Corporate,-44.94
2670,2014-09-06,870.24,Consumer,304.56
2673,2014-08-07,655.35,Consumer,72.0
2675,2014-03-17,1481.7,Corporate,711.0
2682,2014-09-26,769.68,Consumer,323.19
2686,2014-10-31,1702.12,Consumer,510.636
2687,2014-09-29,1059.237,Home Office,235.377
2689,2014-05-16,1601.46,Consumer,15.84
2692,2014-03-08,474.18,Corporate,18.9
2695,2014-11-18,1318.38,Consumer,382.2
2698,2014-07-21,609.52,Consumer,-411.48
2699,2014-11-13,1187.64,Home Office,23.58
2701,2014-02-20,2042.544,Corporate,255.234
2706,2014-10-17,1096.326,Corporate,-657.804
2710,2014-06-17,1859.55,Corporate,18.48
2712,2014-10-09,535.68,Consumer,246.36
2713,2014-12-01,1414.53,Consumer,-106.47
2715,2014-05-20,828.36,Consumer,230.1
2717,2014-06-30,307.314,Consumer,-39.5118
2722,2014-08-12,414.75,Consumer,8.19
2723,2014-11-10,215.976,Corporate,-2.6997
2724,2014-09-12,406.6,Consumer,113.848
2725,2014-10-30,758.85924,Corporate,21.27924
2727,2014-06-18,590.1174,Consumer,69.7374
2728,2014-04-01,671.93,Home Office,188.1404
2730,2014-12-25,1649.25488,Consumer,277.53488
2732,2014-02-28,545.4,Consumer,60.6
2736,2014-12-11,914.34,Corporate,356.58
2738,2014-06-28,240.0,Home Office,88.8
2740,2014-12-08,676.8,Consumer,162.24
2745,2014-08-08,707.88,Consumer,44.2425
2747,2014-08-20,689.22,Consumer,96.48
2750,2014-07-03,854.28,Consumer,196.35
2753,2014-06-03,714.42,Consumer,277.74
2754,2014-05-07,881.55,Home Office,185.04
2755,2014-02-20,724.248,Corporate,-446.712
2756,2014-09-15,1119.582,Consumer,198.882
2757,2014-01-11,1290.6,Corporate,25.65
2761,2014-12-17,1058.25,Corporate,-24.99
2766,2014-09-16,1715.91,Home Office,308.7
2770,2014-06-01,414.66,Home Office,107.76
2771,2014-03-08,1078.08,Consumer,323.4
2773,2014-05-20,488.88,Consumer,141.66
2775,2014-06-30,514.548,Home Office,-720.372
2783,2014-11-17,1549.296,Corporate,-438.984
2788,2014-09-05,605.61,Corporate,-1150.83
2791,2014-07-04,545.85,Consumer,114.6285
2793,2014-10-31,614.272,Consumer,-23.0352
2794,2014-04-12,1603.071,Corporate,-0.189
2795,2014-10-04,822.96,Home Office,189.18
2798,2014-09-26,2171.3,Consumer,390.8
2803,2014-01-01,677.4075,Consumer,-111.6225
2804,2014-06-04,536.43,Home Office,91.17
2813,2014-03-27,500.7,Home Office,30.0
2815,2014-10-09,1174.08,Consumer,222.96
2817,2014-11-05,342.09,Consumer,153.93
2821,2014-08-14,2124.72,Consumer,233.64
2827,2014-07-16,872.94,Corporate,157.1292
2829,2014-08-22,568.728,Consumer,28.4364
2831,2014-03-26,569.07,Consumer,187.74
2837,2014-03-13,969.36,Consumer,348.81
2843,2014-10-01,319.98,Home Office,143.97
2848,2014-01-06,1828.71,Home Office,-56.43
2849,2014-05-19,987.957,Home Office,43.857
2851,2014-11-17,292.2,Corporate,119.76
2852,2014-08-02,1439.982,Corporate,-263.9967
2854,2014-02-14,1051.7175,Consumer,308.4975
2855,2014-06-06,619.2,Home Office,108.36
2856,2014-04-24,1337.634,Consumer,311.994
2857,2014-01-15,284.16,Home Office,113.64
2858,2014-10-23,579.136,Consumer,-28.9568
2860,2014-12-02,1502.976,Corporate,-225.504
2861,2014-04-30,1048.35,Corporate,-69.89
2862,2014-08-02,785.088,Consumer,52.308
2866,2014-04-29,794.736,Corporate,99.336
2867,2014-12-18,1693.3,Consumer,220.08
2870,2014-11-25,1130.76,Consumer,414.6
2873,2014-03-25,717.408,Corporate,224.028
2879,2014-10-03,2314.116,Home Office,-1002.7836
2881,2014-05-09,1094.22,Consumer,317.16
2882,2014-11-11,931.176,Corporate,314.2719
2883,2014-07-03,1293.75,Consumer,51.75
2885,2014-06-23,992.16,Home Office,248.04
2887,2014-10-03,985.2,Consumer,78.72
2890,2014-06-30,517.92,Consumer,176.04
2892,2014-02-24,997.29,Corporate,9.87
2893,2014-08-27,999.9639,Home Office,268.8039
2898,2014-11-04,513.12,Corporate,-153.98
2900,2014-08-09,964.17,Consumer,-887.04
2907,2014-09-29,1242.36,Consumer,285.72
2908,2014-10-03,1174.56,Consumer,340.56
2912,2014-08-19,487.38,Consumer,107.22
2914,2014-03-14,1332.496,Consumer,-299.8116
2915,2014-11-10,1192.3106,Corporate,57.3106
2917,2014-12-30,457.164,Consumer,65.934
2919,2014-12-23,2379.618,Home Office,740.178
2921,2014-12-19,965.0475,Corporate,-68.1525
2923,2014-10-10,772.776,Consumer,-257.604
2925,2014-01-14,596.4,Consumer,101.28
2927,2014-03-27,1031.04,Corporate,72.0
2930,2014-09-11,636.15,Corporate,311.7
2942,2014-09-04,613.89,Consumer,153.45
2944,2014-08-18,362.151,Consumer,36.171
2945,2014-05-23,1286.67,Consumer,-2380.35
2947,2014-10-22,683.952,Home Office,42.747
2957,2014-09-24,620.298,Corporate,20.538
2959,2014-03-26,479.984,Consumer,59.998
2960,2014-08-28,849.75,Home Office,203.85
2962,2014-06-02,815.6286,Consumer,43.8486
2963,2014-12-10,1105.92,Consumer,-41.52
2968,2014-09-23,749.49,Corporate,307.23
2969,2014-07-04,1065.96,Corporate,468.96
2975,2014-09-23,980.91,Home Office,210.15
2976,2014-08-07,1708.74,Home Office,563.85
2977,2014-12-15,591.948,Corporate,216.888
2981,2014-08-02,610.47,Home Office,208.26
2982,2014-11-18,551.04,Corporate,99.16
2983,2014-12-15,458.16,Consumer,57.26
2985,2014-11-14,651.48,Consumer,260.58
2987,2014-08-26,246.48,Consumer,14.76
2989,2014-08-25,457.7616,Consumer,-82.8384
2998,2014-03-17,879.0,Home Office,35.16
3006,2014-08-08,876.3,Consumer,14.6
3008,2014-03-31,812.88,Consumer,251.88
3011,2014-06-12,1227.03,Corporate,73.5
3012,2014-12-18,459.63,Consumer,87.3
3013,2014-11-18,448.48,Corporate,49.28
3015,2014-08-28,490.32,Home Office,-127.68
3021,2014-07-08,527.92,Consumer,85.787
3022,2014-10-17,891.5256,Consumer,109.4856
3031,2014-08-07,824.95,Home Office,247.485
3032,2014-06-02,378.45,Home Office,34.05
3037,2014-11-05,1359.96,Corporate,118.9965
3038,2014-10-29,618.56,Corporate,235.04
3047,2014-06-05,1320.0,Consumer,488.4
3048,2014-06-30,409.9992,Consumer,-96.4704
3049,2014-08-01,795.6,Consumer,222.72
3053,2014-06-30,469.12,Home Office,220.48
3055,2014-12-09,759.66,Consumer,91.14
3056,2014-08-01,512.7,Consumer,199.92
3059,2014-04-22,908.82,Consumer,227.205
3062,2014-08-29,1137.75,Home Office,250.305
3064,2014-04-22,895.05,Home Office,39.75
3065,2014-11-20,718.116,Corporate,-71.8116
3070,2014-06-04,1099.5,Corporate,362.835
3071,2014-12-04,1515.24,Home Office,560.52
3072,2014-10-19,768.366,Home Office,-41.334
3078,2014-02-19,1272.6,Corporate,279.96
3081,2014-08-02,242.856,Consumer,-137.664
3092,2014-09-09,685.44,Home Office,280.92
3093,2014-10-28,429.92,Home Office,116.0
3096,2014-11-12,412.56,Corporate,56.7
3098,2014-05-20,602.28,Consumer,228.84
3102,2014-09-22,333.78,Consumer,83.4
3104,2014-06-28,831.24,Consumer,365.64
3105,2014-11-29,973.32,Corporate,9.72
3108,2014-01-16,461.6,Corporate,180.0
3116,2014-01-07,3810.996,Consumer,-42.504
3125,2014-10-20,465.24,Corporate,139.56
3129,2014-04-09,252.18,Corporate,42.84
3132,2014-01-13,1301.25,Consumer,572.55
3134,2014-01-06,919.89,Home Office,303.48
3135,2014-04-08,684.16,Consumer,0.0
3139,2014-06-09,805.707,Corporate,17.787
3147,2014-05-07,1104.48,Consumer,-690.3
3150,2014-12-01,657.776,Home Office,-65.884
3152,2014-12-07,418.446,Consumer,69.636
3155,2014-12-08,747.36,Consumer,-41.52
3157,2014-07-12,746.82,Consumer,8.28
3158,2014-05-28,1877.16,Consumer,525.6
3162,2014-10-06,799.47,Home Office,199.8
3167,2014-11-16,2503.872,Consumer,834.552
3174,2014-01-25,575.856,Corporate,243.096
3176,2014-10-20,300.18,Corporate,33.0
3180,2014-07-23,439.5,Consumer,17.58
3184,2014-05-08,374.85,Consumer,123.69
3185,2014-09-04,419.4,Home Office,201.312
3188,2014-12-23,839.43,Consumer,218.2518
3191,2014-11-25,977.292,Corporate,173.7408
3192,2014-09-08,1577.94,Home Office,757.4112
3198,2014-10-13,1350.99,Corporate,111.15
3204,2014-11-13,633.48,Consumer,69.66
3205,2014-12-12,865.62,Home Office,34.56
3207,2014-08-25,646.272,Consumer,64.6272
3212,2014-12-10,1380.1,Consumer,648.6
3215,2014-01-14,537.6,Consumer,134.4
3217,2014-04-08,526.62,Corporate,10.5
3226,2014-07-04,529.32,Corporate,264.66
3227,2014-07-05,714.72,Consumer,235.8
3231,2014-12-26,663.39,Home Office,-255.96
3233,2014-04-26,476.361,Consumer,-0.009
3240,2014-09-08,875.61,Consumer,-227.88
3247,2014-08-26,607.14,Consumer,36.36
